% Model,mush.mph
% Version,COMSOL 5.5.0.292
% Date,"Oct 14 2022, 07:24"
% Dimension,2
% Nodes,5022
% Expressions,1
% Description,Line
% r,z,Color
0,0.22668115602201616,3.7085528735950084E-5
0,0.2275360255246655,4.116579534196913E-5
0,0.22839089502731486,4.560637386455724E-5
0,0.2292457645299642,5.04072643037144E-5
0,0.23010063403261358,5.5568466659440623E-5
0,0.23082898302360452,6.0452318113271866E-5
0,0.23155733201459552,6.59705661516755E-5
0,0.2322856810055865,7.212321077465153E-5
0,0.23301402999657747,7.891025198219996E-5
0,0.23374237898756842,8.633168977432079E-5
0,0.2344707279785594,9.4387524151014E-5
0,0.23519907696955036,1.0307775511227962E-4
0,0.23592742596054134,1.1240238265811763E-4
0,0.2366557749515323,1.2236140678852805E-4
0,0.23731802166127317,1.321265391542566E-4
0,0.23798026837101402,1.4300395923565884E-4
0,0.2386425150807549,1.5499366703273482E-4
0,0.23930476179049573,1.6809566254548445E-4
0,0.2399670085002366,1.8230994577390778E-4
0,0.24062925520997747,1.976365167180048E-4
0,0.24129150191971832,2.1407537537777556E-4
0,0.24195374862945915,2.3162652175322E-4
0,0.24261599533920003,2.5028995584433814E-4
0,0.2432780151409762,2.7030887134731036E-4
0,0.2439400349427524,2.925833920105509E-4
0,0.24460205474452862,3.171135178340597E-4
0,0.2452640745463048,3.438992488178366E-4
0,0.245926094348081,3.729405849618818E-4
0,0.2465881141498572,4.042375262661953E-4
0,0.24725013395163337,4.37790072730777E-4
0,0.24791215375340958,4.73598224355627E-4
0,0.24857417355518577,5.116619811407452E-4
0,0.24927039739947945,5.547215554214265E-4
0,0.24996662124377317,6.029928369464422E-4
0,0.2506628450880669,6.56475825715792E-4
0,0.2513590689323606,7.151705217294759E-4
0,0.2520552927766543,7.790769249874941E-4
0,0.25275151662094797,8.481950354898466E-4
0,0.25344774046524166,9.225248532365333E-4
0,0.2541439643095354,0.0010020663782275541
0,0.2548401881538291,0.0010868196104629093
0,0.2556602347410592,0.0011930976959539457
0,0.2564802813282893,0.0013159393130076904
0,0.2573003279155195,0.0014553444616241436
0,0.2581203745027496,0.0016113131418033048
0,0.2589404210899797,0.0017838453535451745
0,0.25976046767720984,0.0019729410968497524
0,0.26058051426443996,0.002178600371717039
0,0.26140056085167007,0.0024008231781470334
0,0.2622206074389002,0.0026396095161397366
0,0.2630887815740126,0.0029127421991268555
0,0.2639569557091251,0.0032321450351081187
0,0.2648251298442375,0.0035978180240835256
0,0.26569330397935,0.0040097611660530755
0,0.2665614781144624,0.004467974461016771
0,0.2674296522495748,0.0049724579089746096
0,0.26829782638468724,0.005523211509926592
0,0.2691660005197997,0.00612023526387272
0,0.27003417465491214,0.00676352917081299
0,0.2708188404133951,0.007392273124398741
0,0.2716035061718781,0.008112647716504832
0,0.27238817193036113,0.00892465294713126
0,0.27317283768884415,0.009828288816278027
0,0.27395750344732717,0.010823555323945133
0,0.2747421692058101,0.011910452470132579
0,0.27552683496429314,0.013088980254840362
0,0.2763115007227761,0.014359138678068485
0,0.2770961664812591,0.015720927739816946
0,0.2778208270170903,0.017094260338274915
0,0.2785454875529215,0.018633123350012576
0,0.2792701480887527,0.020337516775029933
0,0.2799948086245839,0.022207440613326978
0,0.2807194691604151,0.024242894864903712
0,0.2814441296962464,0.026443879529760135
0,0.2821687902320775,0.028810394607896254
0,0.2828934507679088,0.031342440099312065
0,0.28361811130374,0.034040016004007564
0,0.2842973387925246,0.036809213110651745
0,0.28497656628130924,0.03987153738560879
0,0.2856557937700939,0.04322698882887874
0,0.28633502125887855,0.046875567440461535
0,0.2870142487476631,0.05081727322035723
0,0.2876934762364478,0.05505210616856579
0,0.28837270372523244,0.05958006628508723
0,0.28905193121401707,0.06440115356992154
0,0.2897311587028017,0.06951536802306875
0,0.29039317850457785,0.0748820206249196
0,0.29105519830635407,0.08072784876015421
0,0.2917172181081303,0.08705285242877259
0,0.29237923790990644,0.09385703163077469
0,0.29304125771168266,0.1011403863661606
0,0.2937032775134588,0.10890291663493024
0,0.29436529731523503,0.11714462243708365
0,0.2950273171170112,0.12586550377262082
0,0.2956893369187874,0.13506556064154177
0,0.29635135672056356,0.14489424095133038
0,0.2970133765223398,0.1553319859820307
0,0.297675396324116,0.16637879573364278
0,0.29833741612589215,0.1780346702061665
0,0.2989994359276683,0.190299609399602
0,0.2996614557294445,0.20317361331394915
0,0.30032347553122074,0.21665668194920804
0,0.30098549533299696,0.23074881530537864
0,0.3016475151347731,0.24545001338246095
0,0.3023095349365493,0.2608148856084984
0,0.3029715547383255,0.276462653981804
0,0.3036335745401017,0.29239331850237754
0,0.30429559434187786,0.30860687917021906
0,0.3049576141436541,0.32510333598532876
0,0.30561963394543024,0.34188268894770646
0,0.30628165374720645,0.3589449380573521
0,0.3069436735489826,0.37629008331426594
0,0.3076056933507588,0.3939181247184477
0,0.308267713152535,0.4114529901871435
0,0.3089297329543112,0.42832074407584075
0,0.3095917527560874,0.4445213863845395
0,0.3102537725578636,0.46005491711323976
0,0.3109157923596398,0.47492133626194144
0,0.311577812161416,0.4891206438306447
0,0.3122398319631922,0.5026528398193494
0,0.31290185176496843,0.5155179242280556
0,0.3135638715667446,0.5277158970567634
0,0.31422589136852075,0.5386304429158237
0,0.31488791117029696,0.5481367041280832
0,0.3155499309720732,0.5562346806935418
0,0.31621195077384934,0.5629243726121995
0,0.3168739705756255,0.5682057798840564
0,0.31753599037740166,0.5720789025091124
0,0.31819801017917787,0.5745437404873677
